Course ID,Discipline,Course Name,SME Name,Institute,Co-ordinating Institute,Duration,Type of course,Start date,End date,Exam date,Enrollment End date,Exam Registration End date,UG/PG,Core/Elective,FDP,Applicable NPTEL Domain,Click here to join the course,Old course URL,NPTEL URL,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,"
Co-ordinating Institute",Click here to Join the course,Course ID.1,NPTEL URL.1,Unnamed: 26,description_gemini
noc23-lw03,Law,constitution of india and environmental governance: administrative and adjudicatory process,"Prof. Sairam Bhat
Prof. M. K. Ramesh",National Law School of India University,IITM,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",UG/PG,Core,Yes,,https://onlinecourses.nptel.ac.in/noc23_lw03/preview,https://onlinecourses.nptel.ac.in/noc22_lw02/preview,https://nptel.ac.in/courses/129106002,,,,,,,,,,,,
noc23-lw04,Law,introduction to law on electricity,Prof. Uday Shankar,IITKGP,IITKGP,8 Weeks,Rerun,"July 24, 2023","September 15, 2023","September 24, 2023","August 7, 2023","August 21, 2023",UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_lw04/preview,https://onlinecourses.nptel.ac.in/noc22_lw03/preview,https://nptel.ac.in/courses/129105004,,,,,,,,,,,,
noc23-lw05,Law,new labour codes of india,Prof. Raju Kd,IITKGP,IITKGP,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",PG,Core,Yes,,https://onlinecourses.nptel.ac.in/noc23_lw05/preview,https://onlinecourses.nptel.ac.in/noc22_lw05/preview,https://nptel.ac.in/courses/129105006,,,,,,,,,,,,
noc23-lw06,Law,"biodiversity protection , farmers and breeders rights",Prof. Padmavati & Prof. Narendran Thiruthy,IITKGP,IITKGP,8 weeks,New,"July 24, 2023","September 15, 2023","September 24, 2023","August 7, 2023","August 21, 2023",UG/PG,Core,Yes,,https://onlinecourses.nptel.ac.in/noc23_lw06/preview,,https://nptel.ac.in/courses/129105008,,,,,,,,,,,,
noc23-lw07,Law/ Public Policy/ Social Science,conflict management through mediation,Prof. Ashok R. Patil,National Law School of India University,IITM,8 Weeks,New,"July 24, 2023","September 15, 2023","September 24, 2023","August 7, 2023","August 21, 2023",UG/PG,Core/Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_lw07/preview,,https://nptel.ac.in/courses/129106008,,,,,,,,,,,,
noc23-ma49,Mathematics,introduction to abstract group theory,Prof. Krishna Hanumanthu,CMI,IITM,8 Weeks,Rerun,"July 24, 2023","September 15, 2023","September 24, 2023","August 7, 2023","August 21, 2023",UG/PG,Core,Yes,"Algebra
Foundations of mathematics",https://onlinecourses.nptel.ac.in/noc23_ma49/preview,https://onlinecourses.nptel.ac.in/noc22_ma54/preview,https://nptel.ac.in/courses/111106113,,,,,,,,,,,,
noc23-ma50,Mathematics,regression analysis,Prof. Soumen Maity,IISER Pune,IITM,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 28, 2023","August 7, 2023","August 28, 2023",UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_ma50/preview,https://onlinecourses.nptel.ac.in/noc22_ma55/preview,https://nptel.ac.in/courses/111105042,,,,,,,,,,,,
noc23-ma51,Mathematics,complex analysis,Prof. Pranav Haridas,Kerala School of Mathematics,IITM,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",UG/PG,Core,Yes,Foundations of mathematics,https://onlinecourses.nptel.ac.in/noc23_ma51/preview,https://onlinecourses.nptel.ac.in/noc22_ma57/preview,https://nptel.ac.in/courses/111106141,,,,,,,,,,,,
noc23-ma52,Mathematics,computational commutative algebra,Prof. Manoj Kummini,CMI,IITM,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",UG/PG,Elective,Yes,Algebra,https://onlinecourses.nptel.ac.in/noc23_ma52/preview,https://onlinecourses.nptel.ac.in/noc22_ma58/preview,https://nptel.ac.in/courses/111106138,,,,,,,,,,,,
noc23-ma53,Mathematics,algebra - i,"Prof. S. Viswanath
 Prof. Amritanshu Prasad",IMSc,IITM,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",PG,Core,Yes,,https://onlinecourses.nptel.ac.in/noc23_ma53/preview,https://onlinecourses.nptel.ac.in/noc22_ma59/preview,https://nptel.ac.in/courses/111106137,,,,,,,,,,,,
noc23-ma54,Mathematics,laplace transform,Prof. Indrava Roy,IMSc,IITM,4 Weeks,Rerun,"July 24, 2023","August 18, 2023","September 24, 2023","August 7, 2023","August 21, 2023",UG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_ma54/preview,https://onlinecourses.nptel.ac.in/noc22_ma62/preview,https://nptel.ac.in/courses/111106139,,,,,,,,,,,,
noc23-ma55,Mathematics,measure and integration,Prof S. Kesavan,IMSC,IITM,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",PG,Core,Yes,,https://onlinecourses.nptel.ac.in/noc23_ma55/preview,https://onlinecourses.nptel.ac.in/noc22_ma64/preview,https://nptel.ac.in/courses/111106161,,,,,,,,,,,,
noc23-ma56,Mathematics,mathematical methods in physics 2,Prof. Auditya Sharma,IISER Bhopal,IITM,8 Weeks,Rerun,"July 24, 2023","September 15, 2023","September 24, 2023","August 7, 2023","August 21, 2023",UG,Core,No,,https://onlinecourses.nptel.ac.in/noc23_ma56/preview,https://onlinecourses.nptel.ac.in/noc22_ma65/preview,https://nptel.ac.in/courses/111106152,,,,,,,,,,,,
noc23-ma57,Mathematics,sobolev spaces and partial differential equations,Prof. Kesavan,IMSc,IITM,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 28, 2023","August 7, 2023","August 28, 2023",PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_ma57/preview,https://onlinecourses.nptel.ac.in/noc22_ma66/preview,https://nptel.ac.in/courses/111106154,,,,,,,,,,,,
noc23-ma58,Mathematics,combinatorics,Prof. Narayanan N,IITM,IITM,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",UG,Elective,Yes,Algebra,https://onlinecourses.nptel.ac.in/noc23_ma58/preview,https://onlinecourses.nptel.ac.in/noc22_ma67/preview,https://nptel.ac.in/courses/111106155,,,,,,,,,,,,
noc23-ma59,Mathematics,geometry of vision,Prof. Vijay Ravikumar,CMI,IITM,4 Weeks,Rerun,"August 21, 2023","September 15, 2023","October 28, 2023","August 21, 2023","September 15, 2023",UG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_ma59/preview,https://onlinecourses.nptel.ac.in/noc22_ma68/preview,https://nptel.ac.in/courses/111106156,,,,,,,,,,,,
noc23-ma60,Mathematics,approximate reasoning using fuzzy set theory,Prof. Balasubramaniam Jayaram,IIT Hyderabad,IITM,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_ma60/preview,https://onlinecourses.nptel.ac.in/noc22_ma71/preview,https://nptel.ac.in/courses/111106162,,,,,,,,,,,,
noc23-ma61,Mathematics,differential equations for engineers,Prof. Srinivasa Rao Manam,IITM,IITM,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 28, 2023","August 7, 2023","August 28, 2023",UG,Core,No,,https://onlinecourses.nptel.ac.in/noc23_ma61/preview,https://onlinecourses.nptel.ac.in/noc22_ma72/preview,https://nptel.ac.in/courses/111106100,,,,,,,,,,,,
noc23-ma62,Mathematics,probability ï¿½ ii with examples using r,Prof Siva Athreya,ISI bangalore,IITM,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 28, 2023","August 7, 2023","August 28, 2023",UG,Core,No,,https://onlinecourses.nptel.ac.in/noc23_ma62/preview,https://onlinecourses.nptel.ac.in/noc22_ma83/preview,https://nptel.ac.in/courses/111106163,,,,,,,,,,,,
noc23-ma63,Mathematics,introduction to algebraic geometry,Prof. Arijit Dey,IITM,IITM,12 Weeks,New,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_ma63/preview,,https://nptel.ac.in/courses/111106168,,,,,,,,,,,,
noc23-ma64,Mathematics,calculus of one real variable,Prof. Joydeep Dutta,IITK,IITK,8 Weeks,Rerun,"July 24, 2023","September 15, 2023","September 24, 2023","August 7, 2023","August 21, 2023",UG,Core,No,,https://onlinecourses.nptel.ac.in/noc23_ma64/preview,https://onlinecourses.nptel.ac.in/noc22_ma49/preview,https://nptel.ac.in/courses/109104124,,,,,,,,,,,,
noc23-ma65,Mathematics,calculus of several real variables,Prof. Joydeep Dutta,IITK,IITK,8 Weeks,Rerun,"July 24, 2023","September 15, 2023","September 24, 2023","August 7, 2023","August 21, 2023",UG,Core,No,,https://onlinecourses.nptel.ac.in/noc23_ma65/preview,https://onlinecourses.nptel.ac.in/noc22_ma50/preview,https://nptel.ac.in/courses/111104125,,,,,,,,,,,,
noc23-ma66,Mathematics,point set topology,Prof. Ronnie Sebastian,IITB,IITB,8 Weeks,New,"July 24, 2023","September 15, 2023","September 24, 2023","August 7, 2023","August 21, 2023",UG/PG,Core,Yes,,https://onlinecourses.nptel.ac.in/noc23_ma66/preview,,https://nptel.ac.in/courses/111101168,,,,,,,,,,,,
noc23-ma67,Mathematics,an introduction to point-set-topology part-ii,Prof. Anant R Shastri,IITB,IITB,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_ma67/preview,https://onlinecourses.nptel.ac.in/noc22_ma61/preview,https://nptel.ac.in/courses/111101160,,,,,,,,,,,,
noc23-ma68,Mathematics,measure theory,Prof. Inder Kumar Rana,IITB,IITB,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 28, 2023","August 7, 2023","August 28, 2023",PG,Core,Yes,,https://onlinecourses.nptel.ac.in/noc23_ma68/preview,https://onlinecourses.nptel.ac.in/noc22_ma43/preview,https://nptel.ac.in/courses/111101100,,,,,,,,,,,,
noc23-ma69,Mathematics,"calculus for economics,commerce and management",Prof. I.K.Rana,IITB,IITB,8 Weeks,Rerun,"July 24, 2023","September 15, 2023","September 24, 2023","August 7, 2023","August 21, 2023",UG,Core,No,,https://onlinecourses.nptel.ac.in/noc23_ma69/preview,https://onlinecourses.nptel.ac.in/noc22_ma44/preview,https://nptel.ac.in/courses/111101109,,,,,,,,,,,,
noc23-ma70,Mathematics,galois theory,Prof. Dilip Patil,IITB,IITB,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",UG/PG,Core,Yes,,https://onlinecourses.nptel.ac.in/noc23_ma70/preview,https://onlinecourses.nptel.ac.in/noc22_ma46/preview,https://nptel.ac.in/courses/111101117,,,,,,,,,,,,
noc23-ma71,Mathematics,partial differential equations,Prof. Sivaji Ganesh,IITB,IITB,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 28, 2023","August 7, 2023","August 28, 2023",PG,Core,Yes,,https://onlinecourses.nptel.ac.in/noc23_ma71/preview,https://onlinecourses.nptel.ac.in/noc22_ma73/preview,https://nptel.ac.in/courses/111101153,,,,,,,,,,,,
noc23-ma72,Mathematics,a basic course in number theory,Prof. Shripad Garge,IITB,IITB,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_ma72/preview,https://onlinecourses.nptel.ac.in/noc20_ma39/preview,https://nptel.ac.in/courses/111101137,,,,,,,,,,,,
noc23-ma73,Mathematics,"introduction to fuzzy set theory, arithmetic and logic",Prof. Nilladri Chaterjee,IITD,IITD,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 28, 2023","August 7, 2023","August 28, 2023",UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_ma73/preview,https://onlinecourses.nptel.ac.in/noc22_ma47/preview,https://nptel.ac.in/courses/111102130,,,,,,,,,,,,
noc23-ma74,Mathematics,introduction to methods of applied mathematics,"Prof. Mani Mehra
Prof. Vivek Kumar Aggarwal",IITD,IITD,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 28, 2023","August 7, 2023","August 28, 2023",UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_ma74/preview,https://onlinecourses.nptel.ac.in/noc22_ma52/preview,https://nptel.ac.in/courses/111102133,,,,,,,,,,,,
noc23-ma75,Mathematics,introduction to probability theory and stochastic processes,Prof. S Dharmaraja,IITD,IITD,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 28, 2023","August 7, 2023","August 28, 2023",UG,Core,No,Economics and Finance,https://onlinecourses.nptel.ac.in/noc23_ma75/preview,https://onlinecourses.nptel.ac.in/noc22_ma56/preview,https://nptel.ac.in/courses/111102111,,,,,,,,,,,,
noc23-ma76,Mathematics,non-parametric statistical inference,Prof. Niladri Chatterjee,IITD,IITD,4 Weeks,Rerun,"July 24, 2023","August 18, 2023","September 24, 2023","August 7, 2023","August 21, 2023",UG,Core/Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_ma76/preview,https://onlinecourses.nptel.ac.in/noc22_ma60/preview,https://nptel.ac.in/courses/111102143,,,,,,,,,,,,
noc23-ma77,Mathematics,introduction to probability theory and statistics,Prof. S Dharmaraja,IITD,IITD,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",UG/PG,Core,Yes,,https://onlinecourses.nptel.ac.in/noc23_ma77/preview,https://onlinecourses.nptel.ac.in/noc22_ma81/preview,https://nptel.ac.in/courses/111102160,,,,,,,,,,,,
noc23-ma78,Mathematics,matrix computation and its applications,"Prof. Mani Mehra
Prof. Vivek Kumar Aggarwal",IITD,IITD,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 28, 2023","August 7, 2023","August 28, 2023",UG/PG,Core,Yes,,https://onlinecourses.nptel.ac.in/noc23_ma78/preview,https://onlinecourses.nptel.ac.in/noc22_ma82/preview,https://nptel.ac.in/courses/111102152,,,,,,,,,,,,
noc23-ma79,Mathematics,advanced partial differential equations ï¿½ (part i: distributions and sobolev spaces),"Prof. A K Nandakumaran
 Prof. P.S. Datti",IISc,IISc,8 Weeks,New,"August 21, 2023","October 13, 2023","October 28, 2023","August 21, 2023","September 15, 2023",PG,Core,Yes,,https://onlinecourses.nptel.ac.in/noc23_ma79/preview,,https://nptel.ac.in/courses/111108168,,,,,,,,,,,,
noc23-ma80,Mathematics,An Introduction to Hyperbolic Geometry,Prof. Dilip P. Patil,IISc Bangalore,IISc,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 28, 2023","August 7, 2023","August 28, 2023",UG/PG,Core,Yes,,https://onlinecourses.nptel.ac.in/noc23_ma80/preview,https://onlinecourses.nptel.ac.in/noc22_ma45/preview,https://nptel.ac.in/courses/111108098,,,,,,,,,,,,
noc23-ma81,Mathematics,first course on partial differential equations - ii,"Prof Ak Nandakumaran
Prof P S Datti",IISc,IISc,8 Weeks,Rerun,"July 24, 2023","September 15, 2023","September 24, 2023","August 7, 2023","August 21, 2023",PG,Core,Yes,,https://onlinecourses.nptel.ac.in/noc23_ma81/preview,https://onlinecourses.nptel.ac.in/noc22_ma74/preview,https://nptel.ac.in/courses/111108152,,,,,,,,,,,,
noc23-ma83,Mathematics,An invitation to Topology,Prof. Somesh Kumar,IITKGP,IITKGP,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",UG/PG,Core,Yes,,https://onlinecourses.nptel.ac.in/noc23_ma83/preview,https://onlinecourses.nptel.ac.in/noc23_ma24/preview,https://nptel.ac.in/courses/111105090,,,,,,,,,,,,
noc23-ma84,Mathematics,rings and modules,"Prof. Mousumi Mandal 
 Prof. Ramakrishna Nanduri",IITKGP,IITKGP,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_ma84/preview,https://onlinecourses.nptel.ac.in/noc22_ma76/preview,https://nptel.ac.in/courses/111105161,,,,,,,,,,,,
noc23-ma85,Mathematics,introductory course in real analysis,Prof. P D Srivastava,IITKGP,IITKGP,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 28, 2023","August 7, 2023","August 28, 2023",UG/PG,Core,Yes,,https://onlinecourses.nptel.ac.in/noc23_ma85/preview,https://onlinecourses.nptel.ac.in/noc22_ma79/preview,https://nptel.ac.in/courses/111105098,,,,,,,,,,,,
noc23-ma86,Mathematics,advanced calculus for engineers,"Prof. Jitendra Kumar & 
Prof. Somesh Kumar",IITKGP,IITKGP,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",UG,Core,No,,https://onlinecourses.nptel.ac.in/noc23_ma86/preview,https://onlinecourses.nptel.ac.in/noc22_ma75/preview,https://nptel.ac.in/courses/111105160,,,,,,,,,,,,
noc23-ma87,Mathematics,introduction to abstract and linear algebra,Prof. Sourav Mukhopadhyay,IITKGP,IITKGP,8 Weeks,Rerun,"July 24, 2023","September 15, 2023","September 24, 2023","August 7, 2023","August 21, 2023",PG,Core,Yes,,https://onlinecourses.nptel.ac.in/noc23_ma87/preview,https://onlinecourses.nptel.ac.in/noc22_ma78/preview,https://nptel.ac.in/courses/111105112,,,,,,,,,,,,
noc23-ma88,Mathematics,engineering mathematics - i,Prof. Jitendra Kumar,IITKGP,IITKGP,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 28, 2023","August 7, 2023","August 28, 2023",UG,Core,No,,https://onlinecourses.nptel.ac.in/noc23_ma88/preview,https://onlinecourses.nptel.ac.in/noc22_ma77/preview,https://nptel.ac.in/courses/111105121,,,,,,,,,,,,
noc23-ma89,Mathematics,mathematical methods and its applications,"Prof. P.N. Agarwal
Prof. S. K. Gupta",IITR,IITR,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 28, 2023","August 7, 2023","August 28, 2023",UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_ma89/preview,https://onlinecourses.nptel.ac.in/noc22_ma41/preview,https://nptel.ac.in/courses/111107098,,,,,,,,,,,,
noc23-ma90,Mathematics,Engineering Mathematics II,Prof. P.N. Agarwal,IITR,IITR,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",UG,Core,No,,https://onlinecourses.nptel.ac.in/noc23_ma90/preview,https://onlinecourses.nptel.ac.in/noc22_ma42/preview,https://nptel.ac.in/courses/111107119,,,,,,,,,,,,
noc23-ma91,Mathematics,matrix analysis with applications,"Prof. S.K.Gupta
Prof. Sanjeev Kumar",IITR,IITR,8 Weeks,Rerun,"July 24, 2023","September 15, 2023","September 24, 2023","August 7, 2023","August 21, 2023",UG/PG,Core,Yes,,https://onlinecourses.nptel.ac.in/noc23_ma91/preview,https://onlinecourses.nptel.ac.in/noc22_ma53/preview,https://nptel.ac.in/courses/111107112,,,,,,,,,,,,
noc23-ma92,Mathematics,operations research,Prof. Kusumdeep,IITR,IITR,8 Weeks,Rerun,"July 24, 2023","September 15, 2023","September 24, 2023","August 7, 2023","August 21, 2023",UG,Core,No,,https://onlinecourses.nptel.ac.in/noc23_ma92/preview,https://onlinecourses.nptel.ac.in/noc22_ma48/preview,https://nptel.ac.in/courses/111107128,,,,,,,,,,,,
noc23-ma93,Mathematics,essential mathematics for machine learning,Prof. S. K. Gupta & Prof. Sanjeev Kumar,IITR,IITR,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_ma93/preview,https://onlinecourses.nptel.ac.in/noc22_ma40/preview,https://nptel.ac.in/courses/111107137,,,,,,,,,,,,
noc23-ma94,Mathematics,numerical methods,Prof. Ameeya Kumar Nayak & Prof. Sanjeev Kumar,IITR,IITR,8 Weeks,Rerun,"July 24, 2023","September 15, 2023","September 24, 2023","August 7, 2023","August 21, 2023",UG,Core,No,Computational Thermo Fluids,https://onlinecourses.nptel.ac.in/noc23_ma94/preview,https://onlinecourses.nptel.ac.in/noc22_ma39/preview,https://nptel.ac.in/courses/111107105,,,,,,,,,,,,
noc23-ma95,Mathematics,measure theoretic probability 2,Prof. Suprio Bhar,IITK,IITK,8 Weeks,New,"August 21, 2023","October 13, 2023","October 28, 2023","August 21, 2023","September 15, 2023",UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_ma95/preview,,https://nptel.ac.in/courses/111104168,,,,,,,,,,,,
noc23-ma96,Mathematics,foundations of r software,Prof. Shalabh,IITK,IITK,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_ma96/preview,https://onlinecourses.nptel.ac.in/noc22_ma69/preview,https://nptel.ac.in/courses/111104160,,,,,,,,,,,,
